"Timestamp","Age","Gender","What kind of Locality do you live in?","Education level - Either Studying or Completed","Family Income per year(in Rupees)","How likely are you to use home remedies for the following health issue/ symptom :  [Sore throat / Cough]","How likely are you to use home remedies for the following health issue/ symptom :  [Running Nose]","How likely are you to use home remedies for the following health issue/ symptom :  [Diarrhoea]","How likely are you to use home remedies for the following health issue/ symptom :  [Back/Joint pain]","How likely are you to use home remedies for the following health issue/ symptom :  [Constipation]","How likely are you to use home remedies for the following health issue/ symptom :  [Headache]","How likely are you to use home remedies for the following health issue/ symptom :  [Wounds / minor cuts and bruises]","How likely are you to use home remedies for the following health issue/ symptom :  [Sleeping problems / nervousness]","Have you ever used any of the following home remedies?","Do you prefer using Home remedies?"
"2020/10/20 10:25:38 PM GMT+5:30","16","Female","Urban","High School","Prefer not to say","Once in a while","Never","Never","Never","Never","Most of the time","Most of the time","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/20 10:27:49 PM GMT+5:30","18","Female","Urban","Graduate","Prefer not to say","Always","Always","Once in a while","Once in a while","Once in a while","Most of the time","Most of the time","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/20 10:28:00 PM GMT+5:30","19","Female","Urban","Graduate","Prefer not to say","Always","Always","Always","Always","Always","Always","Once in a while","Never","Kadha / Herbal Teas;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation","Yes"
"2020/10/20 10:40:56 PM GMT+5:30","19","Female","Urban","High School","Above 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Most of the time","Once in a while","Always","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","No"
"2020/10/20 10:46:30 PM GMT+5:30","20","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:53:34 PM GMT+5:30","22","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 10:54:08 PM GMT+5:30","39","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Always","Once in a while","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:00:30 PM GMT+5:30","57","Male","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Never","Never","Once in a while","Once in a while","Never","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/20 11:14:24 PM GMT+5:30","48","Female","Urban","High School","1 lakh to 25 lakh","Once in a while","Never","Never","Most of the time","Once in a while","Once in a while","Never","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:18:44 PM GMT+5:30","18","Female","Urban","High School","Prefer not to say","Always","Most of the time","Once in a while","Always","Always","Most of the time","Always","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 11:28:54 PM GMT+5:30","19","Female","Urban","High School","1 lakh to 25 lakh","Once in a while","Most of the time","Most of the time","Never","Most of the time","Never","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:47:23 PM GMT+5:30","26","Female","Urban","Graduate","1 lakh to 25 lakh","Always","Always","Always","Once in a while","Most of the time","Always","Always","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:55:15 PM GMT+5:30","44","Female","Urban","Graduate","1 lakh to 25 lakh","Always","Always","Never","Most of the time","Always","Never","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/21 12:21:55 AM GMT+5:30","18","Male","Urban","Graduate","Prefer not to say","Always","Always","Always","Most of the time","Most of the time","Always","Never","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/21 12:24:23 AM GMT+5:30","19","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 12:50:01 AM GMT+5:30","18","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Never","Most of the time","Most of the time","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/21 12:50:45 AM GMT+5:30","23","Female","Urban","Post Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/21 12:56:49 AM GMT+5:30","18","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Never","Most of the time","Once in a while","Most of the time","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/21 2:31:04 AM GMT+5:30","19","Female","Urban","Graduate","Above 25 lakh","Once in a while","Most of the time","Never","Once in a while","Never","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/21 2:34:38 AM GMT+5:30","21","Male","Urban","Graduate","Above 25 lakh","Once in a while","Never","Never","Never","Never","Never","Never","Never","Kadha / Herbal Teas;Using Hot water steam","No"
"2020/10/21 3:45:11 AM GMT+5:30","18","Female","Urban","High School","Prefer not to say","Once in a while","Once in a while","Never","Once in a while","Most of the time","Once in a while","Always","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 4:25:58 AM GMT+5:30","44","Female","Urban","High School","Above 25 lakh","Always","Never","Once in a while","Never","Always","Never","Once in a while","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/21 7:13:49 AM GMT+5:30","18","Male","Urban","Graduate","Above 25 lakh","Most of the time","Most of the time","Once in a while","Always","Once in a while","Most of the time","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/21 7:29:48 AM GMT+5:30","43","Male","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Never","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/21 9:19:17 AM GMT+5:30","18","Female","Urban","High School","1 lakh to 25 lakh","Once in a while","Once in a while","Never","Once in a while","Once in a while","Most of the time","Never","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 9:24:11 AM GMT+5:30","18","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Once in a while","Once in a while","Never","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/21 9:24:43 AM GMT+5:30","47","Female","Urban","Post Graduate","Prefer not to say","Always","Always","Once in a while","Always","Always","Always","Once in a while","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/21 9:38:47 AM GMT+5:30","18","Female","Rural","High School","less than 1 Lakh","Once in a while","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Most of the time","Most of the time","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 9:42:52 AM GMT+5:30","43","Male","Urban","Post Graduate","Prefer not to say","Always","Always","Never","Always","Always","Always","Most of the time","Always","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/21 10:03:19 AM GMT+5:30","55","Male","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Never","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/21 10:10:58 AM GMT+5:30","45","Male","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Once in a while","Never","Never","Never","Never","Never","Drink Haldi/Turmeric milk;Using Hot water steam;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 10:17:28 AM GMT+5:30","50","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/21 12:43:05 PM GMT+5:30","69","Female","Urban","Post Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/21 12:54:17 PM GMT+5:30","21","Female","Urban","Graduate","Prefer not to say","Most of the time","Once in a while","Once in a while","Once in a while","Never","Most of the time","Never","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/21 1:16:07 PM GMT+5:30","21","Male","Urban","Graduate","less than 1 Lakh","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Most of the time","Most of the time","Never","Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/21 2:30:54 PM GMT+5:30","56","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Once in a while","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/21 2:30:56 PM GMT+5:30","58","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/21 5:20:45 PM GMT+5:30","32","Male","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Always","Always","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/21 5:36:04 PM GMT+5:30","19","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Never","Most of the time","Once in a while","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/21 6:12:59 PM GMT+5:30","72","Male","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/21 7:16:42 PM GMT+5:30","20","Male","Urban","Graduate","Above 25 lakh","Once in a while","Once in a while","Never","Never","Never","Once in a while","Never","Once in a while","Drink Haldi/Turmeric milk;Gargling for Sore throat","No"
"2020/10/21 7:37:51 PM GMT+5:30","18","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Never","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/21 7:38:41 PM GMT+5:30","51","Male","Urban","Graduate","Prefer not to say","Always","Most of the time","Once in a while","Never","Never","Most of the time","Once in a while","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
